2020-04-01,1,0,0,0,1
2020-04-02,1,0,0,0,1
2020-04-03,2,0,0,0,2
2020-04-04,2,0,0,0,2
2020-04-05,3,0,0,0,3
2020-04-06,4,0,0,0,4
2020-04-07,4,0,0,0,4
2020-04-08,4,0,0,0,4
2020-04-09,13,0,0,0,13
2020-04-10,13,0,0,1,13
2020-04-11,17,0,0,1,17
2020-04-12,17,0,0,1,17
2020-04-13,19,0,0,2,19
2020-04-14,24,0,0,2,24
2020-04-15,27,0,0,2,27
2020-04-16,28,0,0,2,28
2020-04-17,29,0,0,2,29
2020-04-18,33,0,0,2,33
2020-04-19,35,0,0,2,35
2020-04-20,42,0,0,2,42
2020-04-21,46,0,0,2,46
2020-04-22,45,0,0,3,45
2020-04-23,49,0,8,3,49
2020-04-24,55,0,8,3,55
2020-04-25,59,0,9,3,59
2020-04-26,67,0,13,3,67
2020-04-27,82,0,13,3,82
2020-04-28,103,0,17,3,103
2020-04-29,105,0,19,3,105
2020-04-30,107,0,19,3,107
2020-05-01,111,0,20,3,111
2020-05-02,111,0,20,3,111
2020-05-03,115,0,22,3,115
2020-05-04,115,0,22,3,115
2020-05-05,115,0,27,3,115
2020-05-06,125,0,33,3,125
2020-05-07,127,0,37,3,127
2020-05-08,132,0,41,3,132
2020-05-09,132,0,52,3,132
2020-05-10,156,0,78,3,156
2020-05-11,157,0,78,3,157
2020-05-12,160,0,78,3,160
2020-05-13,172,0,79,3,172
2020-05-14,173,0,79,3,173
2020-05-15,197,0,87,3,197
2020-05-16,203,0,87,3,203
2020-05-17,217,0,113,3,217
2020-05-18,223,0,113,3,223
2020-05-19,223,0,113,3,223
2020-05-20,231,0,127,3,231
2020-05-21,231,0,127,3,231
2020-05-22,290,0,129,3,290
2020-05-23,308,0,136,3,308
2020-05-24,350,0,141,4,350
2020-05-25,370,0,148,4,370
2020-05-26,377,0,148,4,377
2020-05-27,426,0,175,4,426
2020-05-28,448,0,185,4,448
2020-05-29,469,0,212,4,469
2020-05-30,511,0,216,5,511
2020-05-31,563,0,256,5,563
2020-06-01,610,0,256,5,610
2020-06-02,659,0,296,5,659
2020-06-03,712,0,320,5,712
2020-06-04,752,0,321,5,752
2020-06-05,793,0,354,6,793
2020-06-06,881,0,410,7,881
2020-06-07,1000,0,473,7,1000
2020-06-08,1099,0,490,7,1099
2020-06-09,1256,0,519,7,1256
2020-06-10,1411,0,559,8,1411
2020-06-11,1489,0,592,8,1489
2020-06-12,1599,0,630,8,1599
2020-06-13,1617,0,672,8,1617
2020-06-14,1711,0,816,8,1711
2020-06-15,1745,0,905,8,1745
2020-06-16,1763,0,905,8,1763
2020-06-17,1839,0,1121,9,1839
2020-06-18,1895,0,1151,10,1895
2020-06-19,1920,0,1198,11,1920
2020-06-20,1965,0,1332,11,1965
2020-06-21,1965,0,1335,11,1965
2020-06-22,2073,0,1406,11,2073
2020-06-23,2137,0,1469,11,2137
2020-06-24,2185,0,1520,11,2185
2020-06-25,2207,0,1570,11,2207
2020-06-26,2262,0,1605,12,2262
2020-06-27,2290,0,1643,12,2290
2020-06-28,2339,0,1724,12,2339
2020-06-29,2364,0,1793,12,2364
2020-06-30,2426,0,1845,15,2426
2020-07-01,2490,0,1884,15,2490
2020-07-02,2521,0,1931,15,2521
2020-07-03,2584,0,1983,15,2584
2020-07-04,2695,0,2001,15,2695
2020-07-05,2739,0,2035,17,2739
2020-07-06,2781,0,2045,19,2781
2020-07-07,2847,0,2068,20,2847
2020-07-08,2996,0,2104,22,2996
2020-07-09,3096,0,2170,22,3096
2020-07-10,3246,0,2208,23,3246
2020-07-11,3419,0,2224,23,3419
2020-07-12,3613,0,2243,23,3613
2020-07-13,3756,0,2308,30,3756
2020-07-14,3898,0,2351,33,3898
2020-07-15,4091,0,2427,36,4091
2020-07-16,4320,0,2485,38,4320
2020-07-17,4624,0,2513,42,4624
2020-07-18,4921,0,2570,46,4921
2020-07-19,5342,0,2611,46,5342
2020-07-20,5535,0,2716,49,5535
2020-07-21,5756,0,2810,53,5756
2020-07-22,6159,0,2904,55,6159
2020-07-23,6485,0,3024,64,6485
2020-07-24,6975,0,3174,67,6975
2020-07-25,7493,0,3307,70,7493
2020-07-26,7836,0,3425,82,7836
2020-07-27,8275,0,3704,85,8275
2020-07-28,8683,0,3770,89,8683
2020-07-29,9078,0,3868,89,9078
2020-07-30,9861,0,4035,98,9861
2020-07-31,10167,0,4176,103,10167
2020-08-01,10958,0,4314,106,10958
2020-08-02,11686,0,4513,113,11686
2020-08-03,12523,0,4682,118,12523
2020-08-04,13478,0,4792,125,13478
2020-08-05,13940,0,5164,128,13940
2020-08-06,14888,0,5703,136,14888
2020-08-07,15756,0,6594,145,15756
2020-08-08,16465,0,7391,151,16465
2020-08-09,17094,0,8123,155,17094
2020-08-10,18138,0,8838,177,18138
2020-08-11,18723,0,9724,188,18723
2020-08-12,19225,0,10375,192,19225
2020-08-13,19743,0,10815,197,19743
2020-08-14,20881,0,12844,209,20881
2020-08-15,21595,0,13515,224,21595
2020-08-16,22389,0,14024,228,22389
2020-08-17,23055,0,14699,244,23055
2020-08-18,23752,0,15051,250,23752
2020-08-19,24477,0,15507,262,24477
2020-08-20,26090,0,16175,277,26090
2020-08-21,26753,0,17057,286,26753
2020-08-22,28196,0,18372,297,28196
2020-08-23,28571,0,18507,308,28571
2020-08-24,29677,0,19629,312,29677
2020-08-25,31005,0,20870,330,31005
2020-08-26,31973,0,21388,347,31973
2020-08-27,33046,0,22349,362,33046
2020-08-28,34396,0,22927,373,34396
2020-08-29,35321,0,23850,381,35321
2020-08-30,36857,0,25103,397,36857
2020-08-31,38435,0,26448,410,38435
2020-09-01,41656,0,27143,417,41656
2020-09-02,43833,0,28149,428,43833
2020-09-03,44862,0,29747,438,44862
2020-09-04,46480,0,30886,444,46480
2020-09-05,48039,0,32043,447,48039
2020-09-06,49797,0,34330,462,49797
2020-09-07,51063,0,36184,469,51063
2020-09-08,52620,0,37550,482,52620
2020-09-09,55296,0,39362,496,55296
2020-09-10,56897,0,40659,512,56897
2020-09-11,58079,0,42115,517,58079
2020-09-12,59040,0,43328,532,59040
2020-09-13,60460,0,45074,542,60460
2020-09-14,61474,0,46583,555,61474
2020-09-15,62737,0,48112,561,62737
2020-09-16,64439,0,49750,571,64439
2020-09-17,66074,0,51357,579,66074
2020-09-18,67100,0,52807,590,67100
2020-09-19,68578,0,54052,602,68578
2020-09-20,69860,0,55697,615,69860
2020-09-21,71352,0,56944,617,71352
2020-09-22,72673,0,58543,626,72673
2020-09-23,73948,0,60027,641,73948
2020-09-24,75193,0,61486,646,75193
2020-09-25,76438,0,62945,652,76438
2020-09-26,77709,0,64515,661,77709
2020-09-27,78935,0,65839,670,78935
2020-09-28,79909,0,66797,679,79909
2020-09-29,81417,0,68603,688,81417
2020-09-30,82540,0,69898,700,82540
2020-10-01,83602,0,71179,710,83602
2020-10-02,84664,0,72461,721,84664
2020-10-03,85400,0,73428,729,85400
2020-10-04,86305,0,74479,736,86305
2020-10-05,87210,0,75531,743,87210
2020-10-06,88026,0,76843,747,88026
2020-10-07,88864,0,78009,757,88864
2020-10-08,89702,0,79176,767,89702
2020-10-09,90486,0,80439,775,90486
2020-10-10,91254,0,81654,781,91254
2020-10-11,91951,0,82805,784,91951
2020-10-12,92525,0,83571,787,92525
2020-10-13,93035,0,84461,798,93035
2020-10-14,93736,0,85314,805,93736
2020-10-15,94369,0,86367,811,94369
2020-10-16,94952,0,87240,820,94952
2020-10-17,95425,0,88058,824,95425
