2020-04-13,1,0,0,0,1
2020-04-14,1,0,0,0,1
2020-04-15,0,0,0,0,0
2020-04-16,0,0,0,0,0
2020-04-17,0,0,0,0,0
2020-04-18,0,0,0,0,0
2020-04-19,0,0,0,0,0
2020-04-20,0,0,0,0,0
2020-04-21,0,0,0,0,0
2020-05-26,3,0,0,0,3
2020-05-27,4,0,0,0,4
2020-05-28,4,0,0,0,4
2020-05-29,18,0,0,0,18
2020-05-30,25,0,0,0,25
2020-05-31,36,0,0,0,36
2020-06-01,43,0,0,0,43
2020-06-02,43,0,0,0,43
2020-06-03,49,0,0,0,49
2020-06-04,58,0,0,0,58
2020-06-05,80,0,0,0,80
2020-06-06,94,0,0,0,94
2020-06-07,107,0,0,0,107
2020-06-08,118,0,8,0,118
2020-06-09,123,0,8,0,123
2020-06-10,127,0,10,0,127
2020-06-11,128,0,22,0,128
2020-06-12,128,0,22,0,128
2020-06-13,156,0,49,0,156
2020-06-14,163,0,76,0,163
2020-06-15,168,0,88,0,168
2020-06-16,177,0,92,0,177
2020-06-17,179,0,92,0,179
2020-06-18,193,0,103,0,193
2020-06-19,193,0,103,0,193
2020-06-20,198,0,125,0,198
2020-06-21,201,0,138,0,201
2020-06-22,211,0,141,0,211
2020-06-23,280,0,141,0,280
2020-06-24,330,0,141,0,330
2020-06-25,347,0,148,0,347
2020-06-26,355,0,160,0,355
2020-06-27,371,0,162,0,371
2020-06-28,387,0,164,0,387
2020-06-29,415,0,164,0,415
2020-06-30,434,0,168,0,434
2020-07-01,459,0,168,0,459
2020-07-02,459,0,168,0,459
2020-07-03,501,0,182,0,501
2020-07-04,539,0,228,0,539
2020-07-05,563,0,228,0,563
2020-07-06,590,0,231,0,590
2020-07-07,625,0,243,0,625
2020-07-08,625,0,243,0,625
2020-07-09,657,0,304,0,657
2020-07-10,673,0,304,0,673
2020-07-11,732,0,304,0,732
2020-07-12,748,0,313,0,748
2020-07-13,774,0,327,0,774
2020-07-14,845,0,340,0,845
2020-07-15,896,0,346,0,896
2020-07-16,902,0,348,0,902
2020-07-17,916,0,391,0,916
2020-07-18,956,0,405,0,956
2020-07-19,978,0,432,0,978
2020-07-20,988,0,445,0,988
2020-07-21,1021,0,484,0,1021
2020-07-22,1030,0,485,0,1030
2020-07-23,1084,0,486,0,1084
2020-07-24,1174,0,530,0,1174
2020-07-25,1239,0,537,1,1239
2020-07-26,1289,0,541,4,1289
2020-07-27,1339,0,549,4,1339
2020-07-28,1385,0,569,5,1385
2020-07-29,1460,0,577,5,1460
2020-07-30,1513,0,595,5,1513
2020-07-31,1566,0,625,5,1566
2020-08-01,1693,0,635,5,1693
2020-08-02,1831,0,640,5,1831
2020-08-03,1935,0,648,5,1935
2020-08-04,2129,0,657,5,2129
2020-08-05,2405,0,659,5,2405
2020-08-06,2498,0,685,6,2498
2020-08-07,2580,0,819,6,2580
2020-08-08,2657,0,824,7,2657
2020-08-09,2688,0,896,7,2688
2020-08-10,2781,0,904,8,2781
2020-08-11,3011,0,973,8,3011
2020-08-12,3031,0,991,8,3031
2020-08-13,3118,0,1113,8,3118
2020-08-14,3168,0,1139,8,3168
2020-08-15,3322,0,1198,8,3322
2020-08-16,3340,0,1321,8,3340
2020-08-17,3394,0,1422,8,3394
2020-08-18,3455,0,1530,8,3455
2020-08-19,3520,0,1664,8,3520
2020-08-20,3558,0,1706,8,3558
2020-08-21,3583,0,1921,8,3583
2020-08-22,3619,0,2074,8,3619
2020-08-23,3635,0,2166,9,3635
2020-08-24,3686,0,2294,9,3686
2020-08-25,3714,0,2396,9,3714
2020-08-26,3752,0,2611,9,3752
2020-08-27,3778,0,2611,9,3778
2020-08-28,3784,0,2735,9,3784
2020-08-29,3805,0,2850,9,3805
2020-08-30,3851,0,2917,9,3851
2020-08-31,3922,0,3026,9,3922
2020-09-01,3950,0,3067,9,3950
2020-09-02,4003,0,3201,9,4003
2020-09-03,4017,0,3223,9,4017
2020-09-04,4066,0,3324,9,4066
2020-09-05,4107,0,3361,10,4107
2020-09-06,4128,0,3392,10,4128
2020-09-07,4178,0,3511,10,4178
2020-09-08,4220,0,3685,10,4220
2020-09-09,4245,0,3739,10,4245
2020-09-10,4375,0,3787,10,4375
2020-09-11,4636,0,3792,10,4636
2020-09-12,4946,0,3802,10,4946
2020-09-13,5064,0,3839,10,5064
2020-09-14,5083,0,3901,10,5083
2020-09-15,5214,0,3915,10,5214
2020-09-16,5229,0,3945,15,5229
2020-09-17,5263,0,3987,15,5263
2020-09-18,5306,0,4098,15,5306
2020-09-19,5357,0,4129,15,5357
2020-09-20,5392,0,4171,15,5392
2020-09-21,5451,0,4252,15,5451
2020-09-22,5544,0,4477,15,5544
2020-09-23,5604,0,4517,15,5604
2020-09-24,5667,0,4571,15,5667
2020-09-25,5730,0,4626,16,5730
2020-09-26,5768,0,4669,16,5768
2020-09-27,5862,0,4819,16,5862
2020-09-28,5946,0,4888,16,5946
2020-09-29,5957,0,4938,17,5957
2020-09-30,6040,0,4986,17,6040
2020-10-01,6142,0,5065,17,6142
2020-10-02,6244,0,5144,17,6244
2020-10-03,6318,0,5211,17,6318
2020-10-04,6435,0,5260,17,6435
2020-10-05,6552,0,5309,17,6552
2020-10-06,6594,0,5422,17,6594
2020-10-07,6654,0,5460,17,6654
2020-10-08,6715,0,5498,17,6715
2020-10-09,6736,0,5564,17,6736
2020-10-10,6888,0,5656,17,6888
2020-10-11,6949,0,5694,17,6949
2020-10-12,7019,0,5743,17,7019
2020-10-13,7240,0,5813,18,7240
2020-10-14,7363,0,5831,19,7363
2020-10-15,7416,0,5916,22,7416
2020-10-16,7492,0,6017,22,7492
2020-10-17,7604,0,6111,22,7604
2020-10-18,7698,0,6141,27,7698
2020-10-19,7816,0,6206,27,7816
2020-10-20,7953,0,6273,27,7953
2020-10-21,8020,0,6334,28,8020
2020-10-22,8139,0,6428,28,8139
2020-10-23,8436,0,6570,28,8436
2020-10-24,8436,0,6570,28,8436
2020-10-25,8515,0,6668,30,8515
2020-10-26,8626,0,6724,31,8626
2020-10-27,8663,0,6792,33,8663
2020-10-28,8726,0,6828,33,8726
2020-10-29,8824,0,6945,34,8824
2020-10-30,8894,0,7096,35,8894
2020-10-31,8945,0,7308,39,8945
2020-11-01,9047,0,7454,39,9047
2020-11-02,9075,0,7535,39,9075
2020-11-03,9096,0,7689,42,9096
2020-11-04,9151,0,7869,42,9151
2020-11-05,9264,0,8161,45,9264
2020-11-06,9264,0,8161,45,9264
2020-11-07,9455,0,8336,45,9455
2020-11-08,9455,0,8336,45,9455
2020-11-09,9474,0,8440,46,9474
2020-11-10,9503,0,8513,46,9503
2020-11-11,9536,0,8597,50,9536
2020-11-12,9578,0,8687,50,9578
2020-11-13,9615,0,8776,50,9615
